time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.7847670523380333e-07,9.257770851540543e-07,10.001293700509155,0.000736656729536378,0.00019794141713624924,0.0,-1.587054018026043e-05,7.214218133801789e-05,0.043122242986769685,0.029554124962328912,0.0091931607996173,0.0,418.72098042647804,419.519777501577,416.519524490404,419.09569243519337
0.12000000000000001,-7.893964710572339e-06,2.911636673939654e-05,10.008710969495889,0.0022307398869765294,0.0007670214302253342,0.0,-0.00030353780790648514,0.0010513455066008537,0.20410396863136454,0.013430894661842281,0.010061402521695772,0.0,455.84859275349504,455.91783074039154,456.4518830917067,455.1636792023315
0.18,-4.54525743588938e-05,0.0001445681177480669,10.025308540688929,0.0030235899273129974,0.0013760099814339455,0.0,-0.0010142821666914593,0.0028838405858933316,0.3491142677385624,0.012777162121646554,0.010326039457707704,0.0,451.1275459542113,451.14878453069446,450.9227387640503,450.8698147125998
0.23999999999999996,-0.00013950533025339172,0.0003863505344868449,10.050275581250789,0.00392379087680883,0.0026336536529507626,0.0,-0.002227321047767998,0.005264985916701961,0.48307221483108875,0.01912026358704221,0.03651377498497256,0.0,445.79563548386324,447.9300320802055,448.2676473874346,448.78261232061317
0.3,-0.0003483856802654144,0.0008044341029011774,10.086266085881546,0.005222078270568531,0.0050554511396558865,0.0,-0.0050169668186734045,0.008820040623502856,0.7164923473269084,0.026249806959681873,0.04712259551622817,0.0,477.76821674837197,478.57697061590136,476.8374875049109,477.3817100466653
0.36000000000000004,-0.0007542534256927679,0.0014372547420310122,10.130405609698308,0.006580362414943863,0.007647482215649148,0.0,-0.008764829738561832,0.012411161150613245,0.7547979952356355,0.014206873581889877,0.03390252275354031,0.0,417.67094411758865,416.51768127786187,418.2563909958936,417.20644424559487
0.4200000000000001,-0.0014570703400016937,0.0023305769549683327,10.180095250684442,0.007445293930539165,0.009520896450186278,0.0,-0.014875030644553033,0.017459035233996747,0.9014163475695616,0.014829582737616488,0.025241631520642863,0.0,452.5503589172454,451.8531005309191,451.900173516346,451.9502466905822
0.48000000000000015,-0.002568490302904055,0.003548308579710559,10.238864209434958,0.007868414188061834,0.010915745523996101,0.0,-0.022331833812973233,0.023212634646219355,1.0574150096731239,-0.016886632592635238,0.018927419791944563,0.0,455.5223930938747,455.0172841613918,456.3484980610441,453.8100710128753
0.5400000000000001,-0.004101846154576706,0.005074608390866986,10.302041261227517,0.0064922003507241755,0.011939171811125249,0.0,-0.028873108174334625,0.027564996680016513,1.0484946101123274,-0.03917539673635362,0.013026564249212454,0.0,401.2112676738749,400.67517536310515,404.1254574532909,402.111424263644
0.6000000000000002,-0.006074888620248768,0.006848922601348967,10.36719047424549,0.00390209899679661,0.012919146026076689,0.0,-0.03698138634696974,0.031337130580889695,1.123075404409007,-0.052668864554396136,0.022238143732829032,0.0,428.7352565081691,429.5170252708699,431.24402220512,430.1017092784518
0.6600000000000003,-0.008552470414911374,0.008794199668934065,10.436560717626675,0.00046410363723037307,0.014288067932508142,0.0,-0.04573496503574677,0.03318725972261621,1.1891983578288292,-0.06869879187641043,0.023945389631956297,0.0,427.28018874496695,427.4257557373049,427.9684441604313,426.5995089305383
0.7200000000000003,-0.011584664113978555,0.010779470894938794,10.510044081752417,6.279143964941479,0.01575291643955623,0.0,-0.055478899350341476,0.032571614170659895,1.260168725310162,-0.09264290225459021,0.025335426319902946,0.0,429.19398306509703,429.3120364923654,429.8558585478876,427.8172459799533
0.7800000000000004,-0.015393363918251116,0.012582147183436664,10.597881337066362,6.273536862245411,0.017679200150816143,0.0,-0.07172770765088686,0.026697087542369876,1.6672293418232884,-0.09511923032380581,0.04303165153590559,0.0,526.5135105902342,527.7364594217042,526.8638993123069,526.686782684337
0.8400000000000004,-0.019988521942399647,0.014012250015782476,10.696298439442518,6.267960159714139,0.02040040855592551,0.0,-0.08165615764868217,0.02052536767275649,1.6134093853316884,-0.0889200011663454,0.049632607944570556,0.0,387.7210254612035,388.34217140891866,387.63635630049083,388.20973668425654
0.9000000000000005,-0.02537340015800717,0.014868017898646897,10.798611017793938,6.262295691220293,0.023229301939874603,0.0,-0.09816683351893515,0.007379711562061385,1.796721642474768,-0.10860152520491705,0.041650181382314105,0.0,465.16799933579443,464.54375665854303,466.2571923281982,464.7097868916214
0.9600000000000005,-0.031868149587490395,0.014747073264705209,10.91425854526193,6.255676075783313,0.02586201220689155,0.0,-0.11863805826985221,-0.012227390290547806,2.0577358796011938,-0.11401910878211147,0.04799811706768072,0.0,488.4196015712118,488.89366089842747,488.4656189349377,488.0518833855428
1.0200000000000005,-0.03968041608689692,0.013257710598418957,11.046335236852071,6.249182758178879,0.02868289926737333,0.0,-0.1421262854303519,-0.038263321802415914,2.3442411465595243,-0.09861420103090911,0.044972473669603816,0.0,497.6630672186101,497.4426324623977,495.09757884369617,496.2205159492593
1.0800000000000005,-0.04881264709867377,0.010235499895170471,11.19001596839601,6.242981895970248,0.03162956384850535,0.0,-0.16256491665874825,-0.06308532327210056,2.4448730544550314,-0.11505919377698831,0.05631380978688466,0.0,441.40317873932344,442.3395926195342,444.09590052684024,442.73548618068025
